AccountPk,TotalBalance,Expenses,EmploymentBasis,IncomeBand,State,FGF Score,Age,Age Group,Resilience_Score,Segment,Clustering
1185469,1732.36,1463.9076,Casual Work,60k - 70k,QLD,361,46,46-50,1.1833807,Gold,Gold4
1185530,3.76,1438.7707,Full Time Work,100k+,NSW,356,33,31-35,0.002613342,Gold,Gold4
1185537,334.59,1772.4823,Casual Work,90k - 100k,NSW,480,51,51-55,0.188769163,Gold,Gold5
1185539,717.82,472.5,Casual Work,50k - 60k,SA,391,40,36-40,1.519195767,Gold,Gold4
1185570,1056.63,1636.2546,Full Time Work,80k - 90k,QLD,401,27,26-30,0.645761363,Gold,Gold1
1185584,255.2,862.993,Part Time Work,60k - 70k,WA,381,42,41-45,0.295715029,Gold,Gold4
1185627,2564.98,529.603,Full Time Work,30k - 40k,QLD,414,21,18-25,4.843212746,Gold,Gold4
1185658,86.97,1474.33,Full Time Work,70k - 80k,NSW,358,29,26-30,0.058989507,Gold,Gold1
1185681,0.38,1030.6384,Full Time Work,100k+,QLD,503,40,36-40,0.000368704,Gold,Gold3
1185731,3.16,848.65,Full Time Work,50k - 60k,QLD,380,25,18-25,0.003723561,Gold,Gold3
1185773,368.12,1203.0692,Full Time Work,70k - 80k,VIC,467,40,36-40,0.305984061,Gold,Gold3
1185801,682.02,970.2623,Self Employed,70k - 80k,VIC,418,32,31-35,0.702923323,Gold,Gold3
1185819,214.81,775.413,Full Time Work,60k - 70k,TAS,360,33,31-35,0.277026565,Gold,Gold3
1185829,536.16,897.6692,Full Time Work,50k - 60k,QLD,360,30,26-30,0.597280156,Gold,Gold1
1185852,1738.66,2358.6392,Full Time Work,100k+,WA,514,46,46-50,0.737145385,Gold,Gold2
1185869,1030.79,1090.8392,Part Time Work,90k - 100k,NSW,500,48,46-50,0.944951373,Gold,Gold2
1185886,1814.09,1066.565,Full Time Work,100k+,NSW,463,32,31-35,1.700871489,Gold,Gold3
1185908,665.92,539.9415,Full Time Work,40k - 50k,NSW,319,26,26-30,1.233318795,Gold,Gold3
1185931,267.76,920.5684,Full Time Work,50k - 60k,QLD,446,52,51-55,0.290863775,Gold,Gold3
1185944,0.69,1153.1438,Full Time Work,80k - 90k,TAS,474,25,18-25,0.000598364,Gold,Gold3
1185975,3.64,770.1538,Full Time Work,NULL,VIC,497,33,31-35,0.004726329,Gold,Gold3
1186036,859.38,1038.56,Full Time Work,50k - 60k,QLD,391,40,36-40,0.827472654,Gold,Gold4
1186052,1354.91,1012.3838,Full Time Work,80k - 90k,WA,435,38,36-40,1.338336311,Gold,Gold2
1186054,396.39,1003.1453,Full Time Work,80k - 90k,VIC,316,38,36-40,0.395147144,Gold,Gold3
1186113,2187.59,1979.4661,Full Time Work,100k+,VIC,370,42,41-45,1.105141432,Gold,Gold2
1186114,816.83,644.4953,Full Time Work,40k - 50k,NSW,409,32,31-35,1.267394813,Gold,Gold4
1186125,40.42,1297.9307,Full Time Work,80k - 90k,VIC,446,35,31-35,0.031141878,Gold,Gold4
1186168,1247.43,849.2676,Full Time Work,40k - 50k,VIC,345,24,18-25,1.468830319,Gold,Gold4
1186263,937.45,1023.8003,Full Time Work,50k - 60k,TAS,417,37,36-40,0.915657087,Gold,Gold4
1186300,293.04,797.13,Full Time Work,60k - 70k,QLD,472,50,46-50,0.367618833,Gold,Gold3
1186351,20.33,1078.5384,Full Time Work,70k - 80k,WA,455,48,46-50,0.018849584,Gold,Gold4
1186356,344.19,614.19,Full Time Work,60k - 70k,QLD,392,26,26-30,0.56039662,Gold,Gold4
1186389,370.07,1004.5,Full Time Work,40k - 50k,TAS,481,37,36-40,0.368412145,Gold,Gold2
1186409,1496.9,1150.6838,NULL,80k - 90k,NSW,415,27,26-30,1.30087866,Gold,Gold5
1186432,1168.92,775.6884,Full Time Work,50k - 60k,QLD,369,27,26-30,1.506945315,Gold,Gold4
1186485,856.59,808.5946,Full Time Work,50k - 60k,NSW,357,38,36-40,1.059356568,Gold,Gold3
1186532,872.61,976.2015,Full Time Work,50k - 60k,NSW,388,27,26-30,0.893883076,Gold,Gold1
1186551,544.79,528.4615,Full Time Work,40k - 50k,NSW,398,20,18-25,1.030898183,Gold,Gold3
1186572,697.2,814.9007,Full Time Work,50k - 60k,QLD,427,32,31-35,0.855564365,Gold,Gold4
1186582,2698.13,1358.6738,Full Time Work,90k - 100k,WA,493,47,46-50,1.985855619,Gold,Gold2
1186689,263.67,622.9753,Full Time Work,50k - 60k,NSW,398,41,41-45,0.423243105,Gold,Gold4
1186691,0.2,1065.9792,Full Time Work,70k - 80k,NSW,474,47,46-50,0.000187621,Gold,Gold1
1186707,2603.54,1012.7069,Full Time Work,60k - 70k,WA,428,47,46-50,2.570872184,Gold,Gold1
1186740,192.86,1192.9269,Casual Work,50k - 60k,NSW,383,56,56-60,0.161669588,Gold,Gold3
1186767,1393.04,1417.08,Full Time Work,80k - 90k,ACT,343,44,41-45,0.983035538,Gold,Gold4
1186789,1362.08,1291.3592,Full Time Work,100k+,QLD,438,32,31-35,1.054764623,Gold,Gold3
1186818,271.57,1249.2392,Full Time Work,40k - 50k,QLD,462,57,56-60,0.217388311,Gold,Gold4
1186837,118.38,829.8684,Full Time Work,50k - 60k,NSW,404,23,18-25,0.142649124,Gold,Gold4
1186852,335.86,1120.8638,Full Time Work,60k - 70k,QLD,549,48,46-50,0.2996439,Gold,Gold2
1186878,254.95,921.1596,Full Time Work,60k - 70k,SA,413,31,31-35,0.276770714,Gold,Gold2
1186926,484.9,580.38,Full Time Work,10k - 20k,NSW,411,21,18-25,0.835487095,Gold,Gold3
1186937,29.26,601.8076,Self Employed,80k - 90k,QLD,356,41,41-45,0.04862019,Gold,Gold4
1186985,469.05,758.9992,Casual Work,40k - 50k,SA,328,36,36-40,0.617984841,Gold,Gold1
1186993,178.39,979.4038,Casual Work,50k - 60k,QLD,351,40,36-40,0.182141421,Gold,Gold4
1186998,45.82,866.9734,Full Time Work,NULL,NSW,516,55,51-55,0.052850526,Gold,Gold2
1187010,202.07,1049.3307,Full Time Work,50k - 60k,SA,402,21,18-25,0.192570369,Gold,Gold4
1187032,110.61,824.8046,NULL,30k - 40k,NSW,329,21,18-25,0.13410449,Gold,Gold1
1187056,399.59,566.9538,Part Time Work,30k - 40k,NSW,356,62,61-65,0.704801696,Gold,Gold4
1187058,88.71,1448.7265,Full Time Work,80k - 90k,NSW,502,41,41-45,0.06123309,Gold,Gold2
1187100,21.33,473.7376,Full Time Work,40k - 50k,QLD,487,25,18-25,0.045024925,Gold,Gold5
1187148,142.94,1457.0076,Full Time Work,40k - 50k,QLD,383,38,36-40,0.098105185,Gold,Gold1
1187243,578.42,707.9446,Part Time Work,40k - 50k,VIC,474,54,51-55,0.817041333,Gold,Gold4
1187335,157.41,1205.3946,Full Time Work,60k - 70k,NSW,306,39,36-40,0.130587942,Gold,Gold3
1187339,93.18,1309.6684,Full Time Work,50k - 60k,NSW,424,51,51-55,0.071147781,Gold,Gold1
1187344,563.54,444.993,Full Time Work,30k - 40k,QLD,537,63,61-65,1.266401943,Gold,Gold2
1187353,3.71,928.8784,Full Time Work,40k - 50k,NT,368,42,41-45,0.003994064,Gold,Gold4
1187362,78.4,503.123,Full Time Work,40k - 50k,NSW,342,60,56-60,0.155826706,Gold,Gold4
1187430,9.97,585.555,Part Time Work,30k - 40k,QLD,375,44,41-45,0.017026582,Gold,Gold4
1187439,144.54,786.2184,Full Time Work,90k - 100k,NSW,410,30,26-30,0.183842047,Gold,Gold4
1187462,291.42,1727.63,Self Employed,100k+,NSW,462,47,46-50,0.168681952,Gold,Gold2
1187466,1210.45,993.4676,Part Time Work,60k - 70k,VIC,416,25,18-25,1.218409136,Gold,Gold4
1187499,716.12,1565.7615,Full Time Work,80k - 90k,NSW,379,47,46-50,0.457362121,Gold,Gold4
1187568,129.93,1017.32,Full Time Work,40k - 50k,WA,446,41,41-45,0.127717926,Gold,Gold4
1187570,10.61,657.5,Casual Work,40k - 50k,VIC,472,22,18-25,0.016136882,Gold,Gold3
1187574,192.88,1358.0884,Part Time Work,70k - 80k,VIC,404,41,41-45,0.142023155,Gold,Gold4
1187584,2.28,1790.31,Full Time Work,90k - 100k,QLD,316,33,31-35,0.001273522,Gold,Gold3
1187592,1174.79,554.0015,Casual Work,20k - 30k,QLD,362,24,18-25,2.120553825,Gold,Gold4
1187593,1.18,950.2961,Full Time Work,70k - 80k,NSW,347,33,31-35,0.001241718,Gold,Gold4
1187635,370.64,1486.0215,Full Time Work,80k - 90k,NSW,359,26,26-30,0.249417656,Gold,Gold4
1187655,13.41,432.79,Full Time Work,30k - 40k,NSW,425,35,31-35,0.030985004,Gold,Gold4
1187657,118.79,1000.86,Full Time Work,60k - 70k,NSW,401,44,41-45,0.118687928,Gold,Gold5
1187699,3754.9,458.3169,Casual Work,40k - 50k,SA,350,23,18-25,8.19280284,Gold,Gold4
1187707,412.99,789.67,Full Time Work,40k - 50k,SA,393,35,31-35,0.522990616,Gold,Gold4
1187718,183.16,1584.9269,Full Time Work,40k - 50k,VIC,385,29,26-30,0.115563689,Gold,Gold3
1187719,1596.03,973.2284,Full Time Work,50k - 60k,VIC,385,23,18-25,1.639933648,Gold,Gold3
1187723,219.19,747.95,Full Time Work,40k - 50k,ACT,523,35,31-35,0.293054349,Gold,Gold2
1187728,0.08,1030.4892,Full Time Work,50k - 60k,QLD,354,43,41-45,7.76E-05,Gold,Gold4
1187763,277.6,767.6838,Full Time Work,50k - 60k,QLD,476,41,41-45,0.361607214,Gold,Gold5
1187770,22.14,1062.9069,Full Time Work,100k+,WA,403,38,36-40,0.02082967,Gold,Gold4
1187798,17.42,710.9346,Full Time Work,40k - 50k,NSW,379,46,46-50,0.024502957,Gold,Gold4
1187871,937.22,592,NULL,40k - 50k,QLD,414,29,26-30,1.583141892,Gold,Gold3
1187877,302.89,905,Full Time Work,50k - 60k,NSW,513,42,41-45,0.334685083,Gold,Gold2
1187912,115.42,776.8669,Full Time Work,60k - 70k,NSW,389,49,46-50,0.148571139,Gold,Gold3
1187950,28.37,884.9646,Full Time Work,50k - 60k,ACT,416,31,31-35,0.032057779,Gold,Gold3
1187961,1662.37,1547.8376,Full Time Work,100k+,WA,549,55,51-55,1.073995101,Gold,Gold2
1187967,402.17,604.1569,Full Time Work,30k - 40k,SA,424,48,46-50,0.665671451,Gold,Gold5
1187992,69.38,582.4723,Full Time Work,40k - 50k,NSW,454,40,36-40,0.11911296,Gold,Gold1
1188038,0.38,719.3492,Self Employed,100k+,WA,409,25,18-25,0.000528255,Gold,Gold2
1188091,1748.35,708.2461,Full Time Work,50k - 60k,NSW,506,27,26-30,2.468562834,Gold,Gold3
1188107,799.24,1216.0623,Full Time Work,70k - 80k,SA,488,46,46-50,0.657236064,Gold,Gold3
1188131,0.92,976.3592,Full Time Work,NULL,QLD,446,40,36-40,0.000942276,Gold,Gold3
1188144,296.01,1081.7884,Full Time Work,50k - 60k,WA,481,49,46-50,0.273630222,Gold,Gold3
1188149,3.75,592.99,Full Time Work,40k - 50k,WA,478,59,56-60,0.006323884,Gold,Gold2
1188208,483.01,1491.95,Full Time Work,100k+,QLD,434,40,36-40,0.323744093,Gold,Gold1
1188210,50.26,1368.09,NULL,60k - 70k,SA,368,26,26-30,0.036737349,Gold,Gold4
1188235,1321.02,937.9153,Full Time Work,70k - 80k,WA,427,44,41-45,1.408464069,Gold,Gold3
1188251,2.61,821.5523,Full Time Work,70k - 80k,NSW,498,57,56-60,0.003176913,Gold,Gold2
1188252,279.71,687.56,NULL,40k - 50k,VIC,364,20,18-25,0.406815405,Gold,Gold4
1188272,260,1092.7023,Full Time Work,60k - 70k,QLD,446,52,51-55,0.23794221,Gold,Gold1
1188274,25.22,830.6061,Full Time Work,50k - 60k,NSW,415,53,51-55,0.03036337,Gold,Gold1
1188305,845.84,543.1607,Full Time Work,30k - 40k,NSW,421,22,18-25,1.557255523,Gold,Gold4
1188359,395.25,1102.0584,Full Time Work,60k - 70k,NT,396,29,26-30,0.358647055,Gold,Gold3
1188366,153.16,917.8576,Full Time Work,60k - 70k,QLD,412,28,26-30,0.166866843,Gold,Gold4
1188379,7.13,1058.9223,Full Time Work,60k - 70k,VIC,373,40,36-40,0.006733261,Gold,Gold1
1188392,172.76,1255.5453,Full Time Work,70k - 80k,WA,350,34,31-35,0.137597584,Gold,Gold1
1188443,18.47,1373.93,Casual Work,40k - 50k,NSW,423,61,61-65,0.013443189,Gold,Gold5
1188494,844.71,1041.4138,Full Time Work,60k - 70k,QLD,397,26,26-30,0.811118501,Gold,Gold1
1188522,29.4,763.1915,Full Time Work,50k - 60k,VIC,371,25,18-25,0.038522442,Gold,Gold1
1188552,0.02,803.4361,NULL,40k - 50k,VIC,483,29,26-30,2.49E-05,Gold,Gold4
1188588,1732.29,1061.6892,Full Time Work,60k - 70k,VIC,497,51,51-55,1.631635699,Gold,Gold3
1188624,546.03,1002.1819,Full Time Work,50k - 60k,QLD,425,45,41-45,0.544841211,Gold,Gold4
1188634,2336.28,1115.2,Full Time Work,80k - 90k,QLD,483,51,51-55,2.094942611,Gold,Gold4
1188646,3518.77,1272.4023,Full Time Work,70k - 80k,NSW,461,41,41-45,2.765453976,Gold,Gold4
1188701,296.08,853.49,Full Time Work,50k - 60k,VIC,460,31,31-35,0.34690506,Gold,Gold3
1188741,1510.65,1231.4215,Full Time Work,40k - 50k,VIC,554,48,46-50,1.226752984,Gold,Gold2
1188808,324.92,457.79,Full Time Work,40k - 50k,QLD,381,28,26-30,0.709757749,Gold,Gold5
1188812,2.06,530,Casual Work,NULL,NSW,384,28,26-30,0.003886792,Gold,Gold4
1188840,9.68,537.67,Part Time Work,40k - 50k,NSW,327,38,36-40,0.018003608,Gold,Gold4
1188875,402.57,886.5423,Full Time Work,NULL,NSW,416,27,26-30,0.454090008,Gold,Gold4
1188884,554.62,515.503,Casual Work,40k - 50k,QLD,428,25,18-25,1.075881227,Gold,Gold3
1188895,162.75,604.4546,Full Time Work,60k - 70k,VIC,359,29,26-30,0.269250991,Gold,Gold3
1188943,1216.72,1113.9361,Casual Work,100k+,WA,359,24,18-25,1.092270912,Gold,Gold1
1188992,765.18,1328.6442,Full Time Work,90k - 100k,WA,552,43,41-45,0.57591039,Gold,Gold2
1189007,509.5,974.383,Full Time Work,70k - 80k,WA,380,40,36-40,0.522895001,Gold,Gold4
1189044,256.66,744.4423,NULL,50k - 60k,VIC,457,52,51-55,0.344768157,Gold,Gold2
1189061,264.14,548.2015,Full Time Work,40k - 50k,VIC,436,36,36-40,0.48183013,Gold,Gold3
1189090,294.95,1005.93,Full Time Work,40k - 50k,TAS,361,44,41-45,0.293211257,Gold,Gold4
1189120,7.72,842.0888,Full Time Work,40k - 50k,VIC,504,35,31-35,0.009167679,Gold,Gold1
1189131,60.42,1012.085,Full Time Work,50k - 60k,VIC,426,22,18-25,0.059698543,Gold,Gold4
1189149,3.47,1198.6615,Full Time Work,60k - 70k,QLD,387,48,46-50,0.002894896,Gold,Gold4
1189152,587.68,805.093,NULL,40k - 50k,NSW,395,31,31-35,0.729952937,Gold,Gold3
1189188,644.65,1770.3215,Full Time Work,70k - 80k,NSW,439,41,41-45,0.364142897,Gold,Gold4
1189199,0.1,985.8923,Full Time Work,90k - 100k,NSW,480,54,51-55,0.000101431,Gold,Gold4
1189263,125.23,1200.713,Full Time Work,100k+,VIC,429,39,36-40,0.104296364,Gold,Gold4
1189266,6.85,611.5384,Full Time Work,50k - 60k,VIC,391,54,51-55,0.011201259,Gold,Gold4
1189325,20.38,2077.6823,Full Time Work,100k+,NSW,423,46,46-50,0.009809007,Gold,Gold3
1189335,7.49,784.6015,NULL,40k - 50k,NSW,364,33,31-35,0.009546247,Gold,Gold4
1189344,221.96,1560.6953,Full Time Work,70k - 80k,NSW,494,41,41-45,0.142218664,Gold,Gold5
1189363,809.38,963.2569,Full Time Work,50k - 60k,VIC,543,56,56-60,0.840253519,Gold,Gold2
1189364,44.36,594.063,Full Time Work,60k - 70k,QLD,470,53,51-55,0.074672215,Gold,Gold4
1189406,238.6,813.1,Casual Work,30k - 40k,VIC,388,25,18-25,0.293444841,Gold,Gold3
1189415,137.46,1932.9492,Full Time Work,50k - 60k,SA,441,54,51-55,0.07111413,Gold,Gold2
1189438,1185.64,708.3307,Self Employed,50k - 60k,QLD,457,27,26-30,1.673850929,Gold,Gold4
1189537,719.92,1097.1869,Casual Work,50k - 60k,QLD,362,25,18-25,0.656150743,Gold,Gold4
1189576,291.61,1045.3776,Full Time Work,90k - 100k,WA,430,42,41-45,0.278951835,Gold,Gold4
1189608,343.31,938.5707,Full Time Work,40k - 50k,WA,424,28,26-30,0.365779584,Gold,Gold3
1189709,22.65,1002.3223,Full Time Work,80k - 90k,NSW,438,58,56-60,0.022597522,Gold,Gold2
1189729,1197.5,911.1223,Full Time Work,50k - 60k,VIC,434,42,41-45,1.314313128,Gold,Gold3
1189749,2,766.3453,Full Time Work,40k - 50k,NSW,357,27,26-30,0.00260979,Gold,Gold4
1189763,127,1804.148,Full Time Work,70k - 80k,VIC,409,30,26-30,0.070393338,Gold,Gold4
1189790,2336.83,850.3246,Self Employed,60k - 70k,VIC,495,63,61-65,2.74816229,Gold,Gold2
1189798,272.55,1414.3807,Full Time Work,70k - 80k,WA,504,42,41-45,0.192699179,Gold,Gold3
1189821,18.49,510.1453,Full Time Work,50k - 60k,VIC,403,47,46-50,0.036244576,Gold,Gold4
1189826,502.15,1476.4269,Full Time Work,50k - 60k,QLD,435,39,36-40,0.340111657,Gold,Gold2
1189844,3509.07,777.4907,Full Time Work,80k - 90k,QLD,353,34,31-35,4.513327298,Gold,Gold3
1189854,1392.85,1454.5088,Part Time Work,90k - 100k,QLD,530,54,51-55,0.957608507,Gold,Gold2
1189891,8.36,590.1492,Full Time Work,40k - 50k,SA,323,30,26-30,0.014165909,Gold,Gold1
1189930,113.64,642.8953,Full Time Work,60k - 70k,ACT,376,34,31-35,0.176762841,Gold,Gold1
1189960,0.75,1426.4223,Casual Work,70k - 80k,NSW,382,36,36-40,0.000525791,Gold,Gold1
1189966,4950.25,1238.1546,Casual Work,90k - 100k,NSW,461,43,41-45,3.998087153,Gold,Gold4
1189967,7.94,1057.2523,Full Time Work,70k - 80k,VIC,390,33,31-35,0.007510033,Gold,Gold1
1190095,281.94,1088.65,Full Time Work,40k - 50k,NSW,380,28,26-30,0.258981307,Gold,Gold3
1190113,978.82,1119.0323,Full Time Work,100k+,VIC,383,30,26-30,0.874702187,Gold,Gold4
1190143,60.03,877.9146,Full Time Work,40k - 50k,QLD,404,30,26-30,0.068377949,Gold,Gold1
1190146,4644.07,1892.3553,Full Time Work,100k+,NSW,494,46,46-50,2.454121591,Gold,Gold2
1190165,152.16,894.6638,NULL,60k - 70k,QLD,504,55,51-55,0.170075061,Gold,Gold2
1190187,80.29,1491.8215,Full Time Work,100k+,WA,387,48,46-50,0.053820112,Gold,Gold1
1190201,56.92,967.7838,Full Time Work,50k - 60k,QLD,368,28,26-30,0.058814789,Gold,Gold4
1190211,1229.01,2162.23,Full Time Work,100k+,QLD,392,37,36-40,0.568399291,Gold,Gold1
1190227,3556.24,862.773,Full Time Work,60k - 70k,ACT,410,61,61-65,4.121872149,Gold,Gold3
1190262,0.31,1122.7092,Full Time Work,60k - 70k,QLD,347,40,36-40,0.000276118,Gold,Gold4
1190286,5.35,916.8346,Full Time Work,50k - 60k,VIC,376,47,46-50,0.005835295,Gold,Gold3
1190307,111,932.9938,Full Time Work,70k - 80k,NSW,362,29,26-30,0.118971852,Gold,Gold4
1190314,662.31,1147.0146,Full Time Work,100k+,VIC,391,54,51-55,0.577420723,Gold,Gold4
1190329,200.59,941.3903,Full Time Work,50k - 60k,QLD,393,40,36-40,0.213078465,Gold,Gold1
1190392,71.52,1056.7346,Full Time Work,50k - 60k,QLD,341,29,26-30,0.067680191,Gold,Gold5
1190395,97.46,887.2915,Full Time Work,50k - 60k,NSW,412,30,26-30,0.109839889,Gold,Gold1
1190480,67.95,1257.733,Full Time Work,70k - 80k,VIC,478,36,36-40,0.054025775,Gold,Gold2
1190486,1787.35,722.4307,Full Time Work,40k - 50k,QLD,332,42,41-45,2.474078136,Gold,Gold5
1190523,1230.08,829.8446,NULL,50k - 60k,QLD,419,45,41-45,1.482301626,Gold,Gold2
1190531,106.63,688.58,Full Time Work,40k - 50k,QLD,414,24,18-25,0.154854919,Gold,Gold1
1190535,152.79,1344.2269,Full Time Work,90k - 100k,NSW,433,44,41-45,0.113663846,Gold,Gold3
1190563,206.11,992.17,Part Time Work,100k+,NSW,375,41,41-45,0.207736577,Gold,Gold4
1190570,1340.43,908.1115,Part Time Work,40k - 50k,VIC,389,25,18-25,1.476063237,Gold,Gold4
1190577,75.93,1661.363,Self Employed,100k+,QLD,435,44,41-45,0.045703437,Gold,Gold4
1190659,749.41,2455.9184,Full Time Work,100k+,VIC,452,45,41-45,0.305144503,Gold,Gold2
1190661,1067.9,647.7976,Part Time Work,40k - 50k,WA,436,48,46-50,1.648508732,Gold,Gold2
1190666,207.01,1645.8715,Full Time Work,NULL,NSW,481,26,26-30,0.125775311,Gold,Gold3
1190703,1530.16,1009.35,Full Time Work,60k - 70k,QLD,510,44,41-45,1.515985535,Gold,Gold2
1190706,7.02,977.075,Full Time Work,50k - 60k,VIC,487,38,36-40,0.007184709,Gold,Gold3
1190720,1501.25,965.785,Full Time Work,40k - 50k,VIC,358,20,18-25,1.554434993,Gold,Gold3
1190729,392.06,1816.1853,Full Time Work,100k+,WA,428,48,46-50,0.215870044,Gold,Gold4
1190744,148.33,419.88,Casual Work,20k - 30k,WA,416,23,18-25,0.3532676,Gold,Gold4
1190798,724.32,582.0515,Full Time Work,50k - 60k,QLD,350,34,31-35,1.244425966,Gold,Gold4
1190803,164.49,1121.3369,Full Time Work,50k - 60k,QLD,509,28,26-30,0.146690972,Gold,Gold4
1190806,636.82,1184.9784,Full Time Work,60k - 70k,SA,303,35,31-35,0.53741064,Gold,Gold5
1190811,1115.64,951.6976,Full Time Work,50k - 60k,VIC,386,39,36-40,1.172263122,Gold,Gold4
1190827,525.19,860.7469,Full Time Work,60k - 70k,VIC,428,42,41-45,0.610156133,Gold,Gold3
1190828,48.77,1321.9976,Full Time Work,NULL,NSW,514,41,41-45,0.036891141,Gold,Gold2
1190901,1053.22,1595.0138,Full Time Work,90k - 100k,WA,463,45,41-45,0.660320306,Gold,Gold5
1190925,2674.99,1056.7984,Full Time Work,70k - 80k,VIC,467,26,26-30,2.531220713,Gold,Gold3
1190951,1755.25,558.2607,Casual Work,40k - 50k,QLD,412,51,51-55,3.144140363,Gold,Gold5
1190987,349.34,489.06,Casual Work,20k - 30k,QLD,431,26,26-30,0.714309083,Gold,Gold3
1190994,8.1,1043.3246,Full Time Work,50k - 60k,VIC,431,34,31-35,0.007763643,Gold,Gold3
1191001,37.4,1600.6707,Full Time Work,100k+,QLD,412,39,36-40,0.023365206,Gold,Gold2
1191019,7.5,712.8923,Casual Work,40k - 50k,VIC,419,36,36-40,0.010520523,Gold,Gold3
1191034,165.18,936.6607,Full Time Work,40k - 50k,WA,419,27,26-30,0.176349878,Gold,Gold5
1191050,7.8,898.48,Full Time Work,40k - 50k,SA,390,29,26-30,0.008681328,Gold,Gold1
1191062,375.28,421.9346,Full Time Work,50k - 60k,QLD,421,40,36-40,0.88942694,Gold,Gold2
1191067,813.19,1848.2692,Full Time Work,80k - 90k,NSW,417,26,26-30,0.439973787,Gold,Gold3
1191077,3592.56,770.843,Full Time Work,50k - 60k,VIC,543,52,51-55,4.660559932,Gold,Gold2
1191086,835.12,1280.1561,Full Time Work,100k+,NSW,454,40,36-40,0.652357943,Gold,Gold2
1191108,3088.02,556.1476,Casual Work,40k - 50k,NSW,385,42,41-45,5.552518792,Gold,Gold4
1191142,2570.32,815.7488,Self Employed,40k - 50k,QLD,434,48,46-50,3.150871935,Gold,Gold4
1191143,516.93,1354.6961,Full Time Work,70k - 80k,NSW,424,38,36-40,0.381583737,Gold,Gold2
1191167,38.57,728.08,Full Time Work,50k - 60k,QLD,359,34,31-35,0.052974948,Gold,Gold1
1191181,1136.12,794.3338,Full Time Work,60k - 70k,NT,438,28,26-30,1.430280318,Gold,Gold3
1191199,87.73,730.2807,Full Time Work,50k - 60k,NSW,391,39,36-40,0.120131889,Gold,Gold5
1191220,3.16,983.7461,Full Time Work,90k - 100k,NSW,348,48,46-50,0.003212211,Gold,Gold3
1191222,93.53,1100.6946,Full Time Work,50k - 60k,QLD,408,46,46-50,0.084973616,Gold,Gold1
1191266,779.51,487.8061,Full Time Work,30k - 40k,TAS,418,28,26-30,1.597991497,Gold,Gold5
1191281,0.84,1316.7415,Full Time Work,60k - 70k,QLD,496,41,41-45,0.000637938,Gold,Gold2
1191284,568.14,937.25,Full Time Work,50k - 60k,NSW,431,26,26-30,0.606177647,Gold,Gold3
1191286,5018.88,1424.9423,Full Time Work,100k+,QLD,514,50,46-50,3.522163669,Gold,Gold2
1191303,839.95,1354.2738,Full Time Work,60k - 70k,VIC,362,26,26-30,0.620221701,Gold,Gold1
1191309,234.95,1120.7292,Full Time Work,60k - 70k,TAS,411,23,18-25,0.209640295,Gold,Gold1
1191371,891.29,554.5,Full Time Work,40k - 50k,QLD,521,42,41-45,1.607376014,Gold,Gold4
1191380,60.43,904.41,Casual Work,70k - 80k,NSW,375,30,26-30,0.066817041,Gold,Gold4
1191407,157.75,592.0646,NULL,40k - 50k,SA,411,27,26-30,0.26644052,Gold,Gold4
1191413,114.09,1272.5646,Full Time Work,70k - 80k,WA,511,31,31-35,0.089653602,Gold,Gold2
1191420,584.28,702.0453,Part Time Work,30k - 40k,QLD,513,47,46-50,0.832253987,Gold,Gold4
1191474,234.5,997.66,Full Time Work,70k - 80k,VIC,521,30,26-30,0.235050017,Gold,Gold3
1191479,2555.66,1248.1438,Full Time Work,70k - 80k,QLD,435,46,46-50,2.047568557,Gold,Gold3
1191556,0.31,649.9361,Part Time Work,50k - 60k,VIC,368,42,41-45,0.00047697,Gold,Gold2
1191593,987.41,1601.5946,NULL,80k - 90k,SA,413,39,36-40,0.616516814,Gold,Gold4
1191616,64.34,617.3984,Full Time Work,40k - 50k,QLD,541,62,61-65,0.104211478,Gold,Gold2
1191626,325.49,1445.3484,Full Time Work,90k - 100k,QLD,432,44,41-45,0.225198298,Gold,Gold2
1191645,75.2,786.56,Full Time Work,60k - 70k,NSW,358,27,26-30,0.095606184,Gold,Gold4
1191650,83.86,1067.74,Full Time Work,60k - 70k,NT,450,54,51-55,0.078539719,Gold,Gold2
1191752,2854.13,1327.38,Full Time Work,70k - 80k,NSW,488,44,41-45,2.150198135,Gold,Gold2
1191797,0.02,1085.55,NULL,70k - 80k,NSW,410,34,31-35,1.84E-05,Gold,Gold3
1191819,2184.06,1808.205,Full Time Work,90k - 100k,SA,354,39,36-40,1.207860834,Gold,Gold3
1191871,212.76,661.8169,Full Time Work,40k - 50k,QLD,467,53,51-55,0.321478645,Gold,Gold3
1191899,480.28,768.8953,Full Time Work,70k - 80k,WA,387,25,18-25,0.62463641,Gold,Gold4
1191912,4407.46,787.0423,Full Time Work,50k - 60k,NSW,483,32,31-35,5.600029376,Gold,Gold5
1192018,41.49,1724.54,Full Time Work,100k+,NSW,435,26,26-30,0.02405859,Gold,Gold3
1192032,42.98,746.1207,Full Time Work,40k - 50k,VIC,404,30,26-30,0.057604621,Gold,Gold1
1192036,108.56,748.8292,Full Time Work,40k - 50k,QLD,472,54,51-55,0.144972979,Gold,Gold2
1192080,166.53,1156.61,Casual Work,20k - 30k,WA,434,56,56-60,0.143981117,Gold,Gold2
1192103,457.64,697.7123,Full Time Work,60k - 70k,QLD,452,37,36-40,0.655915053,Gold,Gold3
